UserID,Stage,Date
H3046,Symptom Checker_Health Search,01-07-2025
H3131,Symptom Checker_Health Search,01-07-2025
H3079,Symptom Checker_Health Search,01-07-2025
H3210,Symptom Checker_Health Search,01-07-2025
H3162,Symptom Checker_Health Search,01-07-2025
H3043,Symptom Checker_Health Search,01-07-2025
H3229,Symptom Checker_Health Search,01-07-2025
H3205,Symptom Checker_Health Search,01-07-2025
H3111,Symptom Checker_Health Search,01-07-2025
H3044,Symptom Checker_Health Search,01-07-2025
H3026,Symptom Checker_Health Search,01-07-2025
H3020,Symptom Checker_Health Search,01-07-2025
H3188,Symptom Checker_Health Search,01-07-2025
H3239,Symptom Checker_Health Search,01-07-2025
H3228,Symptom Checker_Health Search,01-07-2025
H3148,Symptom Checker_Health Search,01-07-2025
H3158,Symptom Checker_Health Search,01-07-2025
H3208,Symptom Checker_Health Search,01-07-2025
H3033,Symptom Checker_Health Search,01-07-2025
H3114,Symptom Checker_Health Search,01-07-2025
H3095,Symptom Checker_Health Search,01-07-2025
H3154,Symptom Checker_Health Search,01-07-2025
H3050,Symptom Checker_Health Search,01-07-2025
H3180,Symptom Checker_Health Search,01-07-2025
H3081,Symptom Checker_Health Search,01-07-2025
H3262,Symptom Checker_Health Search,01-07-2025
H3293,Symptom Checker_Health Search,01-07-2025
H3249,Symptom Checker_Health Search,01-07-2025
H3224,Symptom Checker_Health Search,01-07-2025
H3214,Symptom Checker_Health Search,01-07-2025
H3086,Symptom Checker_Health Search,01-07-2025
H3152,Symptom Checker_Health Search,01-07-2025
H3260,Symptom Checker_Health Search,01-07-2025
H3247,Symptom Checker_Health Search,01-07-2025
H3197,Symptom Checker_Health Search,01-07-2025
H3283,Symptom Checker_Health Search,01-07-2025
H3218,Symptom Checker_Health Search,01-07-2025
H3266,Symptom Checker_Health Search,01-07-2025
H3201,Symptom Checker_Health Search,01-07-2025
H3200,Symptom Checker_Health Search,01-07-2025
H3123,Symptom Checker_Health Search,01-07-2025
H3168,Symptom Checker_Health Search,01-07-2025
H3023,Symptom Checker_Health Search,01-07-2025
H3215,Symptom Checker_Health Search,01-07-2025
H3018,Symptom Checker_Health Search,01-07-2025
H3091,Symptom Checker_Health Search,01-07-2025
H3164,Symptom Checker_Health Search,01-07-2025
H3151,Symptom Checker_Health Search,01-07-2025
H3233,Symptom Checker_Health Search,01-07-2025
H3024,Symptom Checker_Health Search,01-07-2025
H3270,Symptom Checker_Health Search,01-07-2025
H3212,Symptom Checker_Health Search,01-07-2025
H3025,Symptom Checker_Health Search,01-07-2025
H3299,Symptom Checker_Health Search,01-07-2025
H3171,Symptom Checker_Health Search,01-07-2025
H3238,Symptom Checker_Health Search,01-07-2025
H3257,Symptom Checker_Health Search,01-07-2025
H3174,Symptom Checker_Health Search,01-07-2025
H3004,Symptom Checker_Health Search,01-07-2025
H3278,Symptom Checker_Health Search,01-07-2025
H3182,Symptom Checker_Health Search,01-07-2025
H3051,Symptom Checker_Health Search,01-07-2025
H3192,Symptom Checker_Health Search,01-07-2025
H3008,Symptom Checker_Health Search,01-07-2025
H3013,Symptom Checker_Health Search,01-07-2025
H3005,Symptom Checker_Health Search,01-07-2025
H3161,Symptom Checker_Health Search,01-07-2025
H3209,Symptom Checker_Health Search,01-07-2025
H3031,Symptom Checker_Health Search,01-07-2025
H3294,Symptom Checker_Health Search,01-07-2025
H3156,Symptom Checker_Health Search,01-07-2025
H3231,Symptom Checker_Health Search,01-07-2025
H3125,Symptom Checker_Health Search,01-07-2025
H3063,Symptom Checker_Health Search,01-07-2025
H3206,Symptom Checker_Health Search,01-07-2025
H3108,Symptom Checker_Health Search,01-07-2025
H3296,Symptom Checker_Health Search,01-07-2025
H3144,Symptom Checker_Health Search,01-07-2025
H3198,Symptom Checker_Health Search,01-07-2025
H3049,Symptom Checker_Health Search,01-07-2025
H3042,Symptom Checker_Health Search,01-07-2025
H3027,Symptom Checker_Health Search,01-07-2025
H3268,Symptom Checker_Health Search,01-07-2025
H3126,Symptom Checker_Health Search,01-07-2025
H3211,Symptom Checker_Health Search,01-07-2025
H3040,Symptom Checker_Health Search,01-07-2025
H3243,Symptom Checker_Health Search,01-07-2025
H3253,Symptom Checker_Health Search,01-07-2025
H3083,Symptom Checker_Health Search,01-07-2025
H3014,Symptom Checker_Health Search,01-07-2025
H3085,Symptom Checker_Health Search,01-07-2025
H3036,Symptom Checker_Health Search,01-07-2025
H3087,Symptom Checker_Health Search,01-07-2025
H3172,Symptom Checker_Health Search,01-07-2025
H3070,Symptom Checker_Health Search,01-07-2025
H3146,Symptom Checker_Health Search,01-07-2025
H3052,Symptom Checker_Health Search,01-07-2025
H3106,Symptom Checker_Health Search,01-07-2025
H3271,Symptom Checker_Health Search,01-07-2025
H3099,Symptom Checker_Health Search,01-07-2025
H3061,Symptom Checker_Health Search,01-07-2025
H3007,Symptom Checker_Health Search,01-07-2025
H3186,Symptom Checker_Health Search,01-07-2025
H3232,Symptom Checker_Health Search,01-07-2025
H3021,Symptom Checker_Health Search,01-07-2025
H3213,Symptom Checker_Health Search,01-07-2025
H3274,Symptom Checker_Health Search,01-07-2025
H3250,Symptom Checker_Health Search,01-07-2025
H3118,Symptom Checker_Health Search,01-07-2025
H3169,Symptom Checker_Health Search,01-07-2025
H3259,Symptom Checker_Health Search,01-07-2025
H3181,Symptom Checker_Health Search,01-07-2025
H3104,Symptom Checker_Health Search,01-07-2025
H3084,Symptom Checker_Health Search,01-07-2025
H3135,Symptom Checker_Health Search,01-07-2025
H3280,Symptom Checker_Health Search,01-07-2025
H3028,Symptom Checker_Health Search,01-07-2025
H3073,Symptom Checker_Health Search,01-07-2025
H3202,Symptom Checker_Health Search,01-07-2025
H3032,Symptom Checker_Health Search,01-07-2025
H3175,Symptom Checker_Health Search,01-07-2025
H3252,Symptom Checker_Health Search,01-07-2025
H3216,Symptom Checker_Health Search,01-07-2025
H3204,Symptom Checker_Health Search,01-07-2025
H3240,Symptom Checker_Health Search,01-07-2025
H3132,Symptom Checker_Health Search,01-07-2025
H3227,Symptom Checker_Health Search,01-07-2025
H3194,Symptom Checker_Health Search,01-07-2025
H3034,Symptom Checker_Health Search,01-07-2025
H3089,Symptom Checker_Health Search,01-07-2025
H3291,Symptom Checker_Health Search,01-07-2025
H3187,Symptom Checker_Health Search,01-07-2025
H3145,Symptom Checker_Health Search,01-07-2025
H3016,Symptom Checker_Health Search,01-07-2025
H3058,Symptom Checker_Health Search,01-07-2025
H3277,Symptom Checker_Health Search,01-07-2025
H3255,Symptom Checker_Health Search,01-07-2025
H3077,Viewed Doctor Profiles,03-07-2025
H3151,Viewed Doctor Profiles,03-07-2025
H3004,Viewed Doctor Profiles,03-07-2025
H3265,Viewed Doctor Profiles,03-07-2025
H3141,Viewed Doctor Profiles,03-07-2025
H3295,Viewed Doctor Profiles,03-07-2025
H3217,Viewed Doctor Profiles,03-07-2025
H3024,Viewed Doctor Profiles,03-07-2025
H3045,Viewed Doctor Profiles,03-07-2025
H3181,Viewed Doctor Profiles,03-07-2025
H3029,Viewed Doctor Profiles,03-07-2025
H3140,Viewed Doctor Profiles,03-07-2025
H3259,Viewed Doctor Profiles,03-07-2025
H3260,Viewed Doctor Profiles,03-07-2025
H3239,Viewed Doctor Profiles,03-07-2025
H3150,Viewed Doctor Profiles,03-07-2025
H3277,Viewed Doctor Profiles,03-07-2025
H3137,Viewed Doctor Profiles,03-07-2025
H3208,Viewed Doctor Profiles,03-07-2025
H3288,Viewed Doctor Profiles,03-07-2025
H3172,Viewed Doctor Profiles,03-07-2025
H3059,Viewed Doctor Profiles,03-07-2025
H3180,Viewed Doctor Profiles,03-07-2025
H3292,Viewed Doctor Profiles,03-07-2025
H3155,Viewed Doctor Profiles,03-07-2025
H3167,Viewed Doctor Profiles,03-07-2025
H3063,Viewed Doctor Profiles,03-07-2025
H3075,Viewed Doctor Profiles,03-07-2025
H3215,Viewed Doctor Profiles,03-07-2025
H3171,Viewed Doctor Profiles,03-07-2025
H3117,Viewed Doctor Profiles,03-07-2025
H3007,Viewed Doctor Profiles,03-07-2025
H3175,Viewed Doctor Profiles,03-07-2025
H3052,Viewed Doctor Profiles,03-07-2025
H3169,Viewed Doctor Profiles,03-07-2025
H3125,Viewed Doctor Profiles,03-07-2025
H3102,Viewed Doctor Profiles,03-07-2025
H3071,Viewed Doctor Profiles,03-07-2025
H3224,Viewed Doctor Profiles,03-07-2025
H3176,Viewed Doctor Profiles,03-07-2025
H3149,Viewed Doctor Profiles,03-07-2025
H3157,Viewed Doctor Profiles,03-07-2025
H3230,Viewed Doctor Profiles,03-07-2025
H3020,Viewed Doctor Profiles,03-07-2025
H3021,Viewed Doctor Profiles,03-07-2025
H3113,Viewed Doctor Profiles,03-07-2025
H3142,Viewed Doctor Profiles,03-07-2025
H3247,Viewed Doctor Profiles,03-07-2025
H3184,Viewed Doctor Profiles,03-07-2025
H3220,Viewed Doctor Profiles,03-07-2025
H3131,Viewed Doctor Profiles,03-07-2025
H3275,Viewed Doctor Profiles,03-07-2025
H3094,Viewed Doctor Profiles,03-07-2025
H3033,Viewed Doctor Profiles,03-07-2025
H3127,Viewed Doctor Profiles,03-07-2025
H3099,Viewed Doctor Profiles,03-07-2025
H3011,Viewed Doctor Profiles,03-07-2025
H3267,Viewed Doctor Profiles,03-07-2025
H3212,Viewed Doctor Profiles,03-07-2025
H3008,Viewed Doctor Profiles,03-07-2025
H3159,Viewed Doctor Profiles,03-07-2025
H3083,Viewed Doctor Profiles,03-07-2025
H3148,Viewed Doctor Profiles,03-07-2025
H3027,Viewed Doctor Profiles,03-07-2025
H3098,Viewed Doctor Profiles,03-07-2025
H3249,Viewed Doctor Profiles,03-07-2025
H3199,Viewed Doctor Profiles,03-07-2025
H3051,Viewed Doctor Profiles,03-07-2025
H3122,Viewed Doctor Profiles,03-07-2025
H3116,Viewed Doctor Profiles,03-07-2025
H3266,Viewed Doctor Profiles,03-07-2025
H3091,Viewed Doctor Profiles,03-07-2025
H3297,Viewed Doctor Profiles,03-07-2025
H3080,Viewed Doctor Profiles,03-07-2025
H3274,Viewed Doctor Profiles,03-07-2025
H3196,Viewed Doctor Profiles,03-07-2025
H3022,Viewed Doctor Profiles,03-07-2025
H3170,Viewed Doctor Profiles,03-07-2025
H3073,Viewed Doctor Profiles,03-07-2025
H3251,Viewed Doctor Profiles,03-07-2025
H3015,Viewed Doctor Profiles,03-07-2025
H3216,Viewed Doctor Profiles,03-07-2025
H3138,Viewed Doctor Profiles,03-07-2025
H3070,Viewed Doctor Profiles,03-07-2025
H3055,Viewed Doctor Profiles,03-07-2025
H3119,Viewed Doctor Profiles,03-07-2025
H3258,Viewed Doctor Profiles,03-07-2025
H3286,Viewed Doctor Profiles,03-07-2025
H3254,Viewed Doctor Profiles,03-07-2025
H3034,Viewed Doctor Profiles,03-07-2025
H3146,Viewed Doctor Profiles,03-07-2025
H3193,Viewed Doctor Profiles,03-07-2025
H3009,Viewed Doctor Profiles,03-07-2025
H3064,Viewed Doctor Profiles,03-07-2025
H3058,Viewed Doctor Profiles,03-07-2025
H3145,Viewed Doctor Profiles,03-07-2025
H3135,Viewed Doctor Profiles,03-07-2025
H3276,Viewed Doctor Profiles,03-07-2025
H3279,Viewed Doctor Profiles,03-07-2025
H3010,Viewed Doctor Profiles,03-07-2025
H3248,Viewed Doctor Profiles,03-07-2025
H3174,Viewed Doctor Profiles,03-07-2025
H3023,Viewed Doctor Profiles,03-07-2025
H3210,Viewed Doctor Profiles,03-07-2025
H3056,Viewed Doctor Profiles,03-07-2025
H3162,Viewed Doctor Profiles,03-07-2025
H3214,Viewed Doctor Profiles,03-07-2025
H3044,Viewed Doctor Profiles,03-07-2025
H3240,Viewed Doctor Profiles,03-07-2025
H3095,Viewed Doctor Profiles,03-07-2025
H3130,Viewed Doctor Profiles,03-07-2025
H3234,Viewed Doctor Profiles,03-07-2025
H3243,Viewed Doctor Profiles,03-07-2025
H3072,Viewed Doctor Profiles,03-07-2025
H3284,Viewed Doctor Profiles,03-07-2025
H3270,Viewed Doctor Profiles,03-07-2025
H3030,Viewed Doctor Profiles,03-07-2025
H3290,Viewed Doctor Profiles,03-07-2025
H3263,Viewed Doctor Profiles,03-07-2025
H3061,Viewed Doctor Profiles,03-07-2025
H3168,Viewed Doctor Profiles,03-07-2025
H3285,Viewed Doctor Profiles,03-07-2025
H3078,Viewed Doctor Profiles,03-07-2025
H3079,Viewed Doctor Profiles,03-07-2025
H3053,Viewed Doctor Profiles,03-07-2025
H3050,Viewed Doctor Profiles,03-07-2025
H3183,Viewed Doctor Profiles,03-07-2025
H3057,Viewed Doctor Profiles,03-07-2025
H3166,Viewed Doctor Profiles,03-07-2025
H3213,Viewed Doctor Profiles,03-07-2025
H3257,Viewed Doctor Profiles,03-07-2025
H3219,Viewed Doctor Profiles,03-07-2025
H3153,Viewed Doctor Profiles,03-07-2025
H3187,Viewed Doctor Profiles,03-07-2025
H3262,Viewed Doctor Profiles,03-07-2025
H3250,Viewed Doctor Profiles,03-07-2025
H3294,Viewed Doctor Profiles,03-07-2025
H3191,Viewed Doctor Profiles,03-07-2025
H3179,Viewed Doctor Profiles,03-07-2025
H3255,Viewed Doctor Profiles,03-07-2025
H3111,Viewed Doctor Profiles,03-07-2025
H3269,Viewed Doctor Profiles,03-07-2025
H3107,Viewed Doctor Profiles,03-07-2025
H3225,Viewed Doctor Profiles,03-07-2025
H3060,Viewed Doctor Profiles,03-07-2025
H3049,Viewed Doctor Profiles,03-07-2025
H3037,Viewed Doctor Profiles,03-07-2025
H3281,Viewed Doctor Profiles,03-07-2025
H3271,Viewed Doctor Profiles,03-07-2025
H3043,Viewed Doctor Profiles,03-07-2025
H3110,Viewed Doctor Profiles,03-07-2025
H3194,Viewed Doctor Profiles,03-07-2025
H3143,Viewed Doctor Profiles,03-07-2025
H3204,Viewed Doctor Profiles,03-07-2025
H3087,Viewed Doctor Profiles,03-07-2025
H3189,Viewed Doctor Profiles,03-07-2025
H3287,Viewed Doctor Profiles,03-07-2025
H3139,Viewed Doctor Profiles,03-07-2025
H3001,Viewed Doctor Profiles,03-07-2025
H3115,Viewed Doctor Profiles,03-07-2025
H3108,Viewed Doctor Profiles,03-07-2025
H3129,Viewed Doctor Profiles,03-07-2025
H3101,Viewed Doctor Profiles,03-07-2025
H3144,Viewed Doctor Profiles,03-07-2025
H3238,Viewed Doctor Profiles,03-07-2025
H3165,Viewed Doctor Profiles,03-07-2025
H3218,Viewed Doctor Profiles,03-07-2025
H3232,Viewed Doctor Profiles,03-07-2025
H3161,Viewed Doctor Profiles,03-07-2025
H3201,Viewed Doctor Profiles,03-07-2025
H3006,Viewed Doctor Profiles,03-07-2025
H3206,Viewed Doctor Profiles,03-07-2025
H3182,Viewed Doctor Profiles,03-07-2025
H3133,Viewed Doctor Profiles,03-07-2025
H3103,Viewed Doctor Profiles,03-07-2025
H3154,Viewed Doctor Profiles,03-07-2025
H3038,Viewed Doctor Profiles,03-07-2025
H3047,Viewed Doctor Profiles,03-07-2025
H3132,Viewed Doctor Profiles,03-07-2025
H3109,Viewed Doctor Profiles,03-07-2025
H3271,Filtered by Insurance_Location,05-07-2025
H3258,Filtered by Insurance_Location,05-07-2025
H3053,Filtered by Insurance_Location,05-07-2025
H3060,Filtered by Insurance_Location,05-07-2025
H3109,Filtered by Insurance_Location,05-07-2025
H3266,Filtered by Insurance_Location,05-07-2025
H3182,Filtered by Insurance_Location,05-07-2025
H3101,Filtered by Insurance_Location,05-07-2025
H3098,Filtered by Insurance_Location,05-07-2025
H3045,Filtered by Insurance_Location,05-07-2025
H3263,Filtered by Insurance_Location,05-07-2025
H3240,Filtered by Insurance_Location,05-07-2025
H3297,Filtered by Insurance_Location,05-07-2025
H3119,Filtered by Insurance_Location,05-07-2025
H3020,Filtered by Insurance_Location,05-07-2025
H3006,Filtered by Insurance_Location,05-07-2025
H3140,Filtered by Insurance_Location,05-07-2025
H3137,Filtered by Insurance_Location,05-07-2025
H3108,Filtered by Insurance_Location,05-07-2025
H3281,Filtered by Insurance_Location,05-07-2025
H3274,Filtered by Insurance_Location,05-07-2025
H3056,Filtered by Insurance_Location,05-07-2025
H3157,Filtered by Insurance_Location,05-07-2025
H3132,Filtered by Insurance_Location,05-07-2025
H3078,Filtered by Insurance_Location,05-07-2025
H3155,Filtered by Insurance_Location,05-07-2025
H3230,Filtered by Insurance_Location,05-07-2025
H3260,Filtered by Insurance_Location,05-07-2025
H3254,Filtered by Insurance_Location,05-07-2025
H3175,Filtered by Insurance_Location,05-07-2025
H3183,Filtered by Insurance_Location,05-07-2025
H3117,Filtered by Insurance_Location,05-07-2025
H3144,Filtered by Insurance_Location,05-07-2025
H3011,Filtered by Insurance_Location,05-07-2025
H3196,Filtered by Insurance_Location,05-07-2025
H3033,Filtered by Insurance_Location,05-07-2025
H3239,Filtered by Insurance_Location,05-07-2025
H3029,Filtered by Insurance_Location,05-07-2025
H3201,Filtered by Insurance_Location,05-07-2025
H3051,Filtered by Insurance_Location,05-07-2025
H3243,Filtered by Insurance_Location,05-07-2025
H3071,Filtered by Insurance_Location,05-07-2025
H3285,Filtered by Insurance_Location,05-07-2025
H3079,Filtered by Insurance_Location,05-07-2025
H3171,Filtered by Insurance_Location,05-07-2025
H3169,Filtered by Insurance_Location,05-07-2025
H3047,Filtered by Insurance_Location,05-07-2025
H3234,Filtered by Insurance_Location,05-07-2025
H3218,Filtered by Insurance_Location,05-07-2025
H3215,Filtered by Insurance_Location,05-07-2025
H3111,Filtered by Insurance_Location,05-07-2025
H3049,Filtered by Insurance_Location,05-07-2025
H3174,Filtered by Insurance_Location,05-07-2025
H3219,Filtered by Insurance_Location,05-07-2025
H3259,Filtered by Insurance_Location,05-07-2025
H3251,Filtered by Insurance_Location,05-07-2025
H3021,Filtered by Insurance_Location,05-07-2025
H3212,Filtered by Insurance_Location,05-07-2025
H3024,Filtered by Insurance_Location,05-07-2025
H3058,Filtered by Insurance_Location,05-07-2025
H3159,Filtered by Insurance_Location,05-07-2025
H3125,Filtered by Insurance_Location,05-07-2025
H3167,Filtered by Insurance_Location,05-07-2025
H3180,Filtered by Insurance_Location,05-07-2025
H3238,Filtered by Insurance_Location,05-07-2025
H3286,Filtered by Insurance_Location,05-07-2025
H3248,Filtered by Insurance_Location,05-07-2025
H3008,Filtered by Insurance_Location,05-07-2025
H3172,Filtered by Insurance_Location,05-07-2025
H3064,Filtered by Insurance_Location,05-07-2025
H3129,Filtered by Insurance_Location,05-07-2025
H3034,Filtered by Insurance_Location,05-07-2025
H3091,Filtered by Insurance_Location,05-07-2025
H3184,Filtered by Insurance_Location,05-07-2025
H3153,Filtered by Insurance_Location,05-07-2025
H3022,Filtered by Insurance_Location,05-07-2025
H3265,Filtered by Insurance_Location,05-07-2025
H3050,Filtered by Insurance_Location,05-07-2025
H3037,Filtered by Insurance_Location,05-07-2025
H3154,Filtered by Insurance_Location,05-07-2025
H3141,Filtered by Insurance_Location,05-07-2025
H3122,Filtered by Insurance_Location,05-07-2025
H3176,Filtered by Insurance_Location,05-07-2025
H3216,Filtered by Insurance_Location,05-07-2025
H3162,Filtered by Insurance_Location,05-07-2025
H3224,Filtered by Insurance_Location,05-07-2025
H3290,Filtered by Insurance_Location,05-07-2025
H3133,Filtered by Insurance_Location,05-07-2025
H3075,Filtered by Insurance_Location,05-07-2025
H3102,Filtered by Insurance_Location,05-07-2025
H3142,Filtered by Insurance_Location,05-07-2025
H3287,Filtered by Insurance_Location,05-07-2025
H3055,Filtered by Insurance_Location,05-07-2025
H3061,Filtered by Insurance_Location,05-07-2025
H3038,Filtered by Insurance_Location,05-07-2025
H3009,Filtered by Insurance_Location,05-07-2025
H3015,Filtered by Insurance_Location,05-07-2025
H3010,Filtered by Insurance_Location,05-07-2025
H3276,Filtered by Insurance_Location,05-07-2025
H3199,Filtered by Insurance_Location,05-07-2025
H3193,Filtered by Insurance_Location,05-07-2025
H3255,Filtered by Insurance_Location,05-07-2025
